PROVINCIE,link organisatie,type org,naam,adres,postcode,plaats,posx,posY,provincie,telf,regio
zuid-holland,"/zorgorganisatie/804038/fysiotherapiepraktijk/gouda/kinderfysiotherapie-waddinxveen-en-gouda",fysiotherapiepraktijk,Kinderfysiotherapie Waddinxveen en Gouda - Gouda,Willem en Marialaan 1,2805 AR ,Gouda,52.019016,4.716198,,0182-571800,
zuid-holland,"/zorgorganisatie/793862/fysiotherapiepraktijk/gouda/achterwillens-fysiotherapeutisch-centrum",fysiotherapiepraktijk,Achterwillens Fysiotherapeutisch Centrum - Gouda,Driewegplein 7,2805 HV ,Gouda,52.022655,4.723728,,0182-519546,
zuid-holland,"/zorgorganisatie/804039/fysiotherapiepraktijk/gouda/hennekes-fysiotherapie-en-bedrijfsfysiotherapie",fysiotherapiepraktijk,Hennekes Fysiotherapie en Bedrijfsfysiotherapie - Gouda,Citroenvlinderstraat 24,2805 KJ ,Gouda,52.017025,4.731411,,0182-581837,
zuid-holland,"/zorgorganisatie/804030/fysiotherapiepraktijk/gouda/fysio-gouda-noord",fysiotherapiepraktijk,Fysio Gouda Noord - Gouda,Jan van Beaumontstraat 2/6,2805 RR ,Gouda,52.018330,4.713045,,0182-511005,
zuid-holland,"/zorgorganisatie/804031/fysiotherapiepraktijk/gouda/fysiotherapeutisch-centrum-boelekade",fysiotherapiepraktijk,Fysiotherapeutisch Centrum Boelekade - Gouda,Boelekade 139,2806 AG ,Gouda,52.014812,4.713337,,0182-525572,
zuid-holland,"/zorgorganisatie/795864/fysiotherapiepraktijk/gouda/martenssingel-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Martenssingel Praktijk voor Fysiotherapie - Gouda,De La Reylaan 45,2806 DA ,Gouda,52.009598,4.723384,,0182-518356,
zuid-holland,"/zorgorganisatie/804032/fysiotherapiepraktijk/gouda/goverwelle-fysiotherapiepraktijk-kamperman",fysiotherapiepraktijk,Goverwelle Fysiotherapiepraktijk Kamperman - Gouda,Walmolenerf 53,2807 DD ,Gouda,52.006153,4.742488,,0182-526675,
zuid-holland,"/zorgorganisatie/795315/fysiotherapiepraktijk/gouda/fysionmove",fysiotherapiepraktijk,FysionMove - Gouda,Bachstraat 3-5,2807 HZ ,Gouda,52.013523,4.744621,,0182-514869,
zuid-holland,"/zorgorganisatie/804029/fysiotherapiepraktijk/gouda/meander-massage",fysiotherapiepraktijk,Meander Massage - Gouda,Ouverturelaan 49,2807 JW ,Gouda,52.013573,4.742348,,0182-507059,
zuid-holland,"/zorgorganisatie/806404/gezondheidscentrum/gouda/care-for-woman",gezondheidscentrum,Care For Woman - Gouda,Willem Barentszlaan 34,2803 XP ,Gouda,52.023224,4.697985,,0182-698700,
zuid-holland,"/zorgorganisatie/806401/gezondheidscentrum/gouda/fysiovisiq",gezondheidscentrum,Fysiovisiq - Gouda,Lekkenburg 8/a,2804 XC ,Gouda,52.031322,4.704986,,0182-533833,
zuid-holland,"/zorgorganisatie/806403/gezondheidscentrum/gouda/diabetes-dienst-midden-holland",gezondheidscentrum,Diabetes Dienst Midden Holland - Gouda,Van Limburg Stirumstraat 10/12,2805 BD ,Gouda,52.020596,4.708846,,0182-558988,
zuid-holland,"/zorgorganisatie/5429/gezondheidscentrum/gouda/gezondheidscentrum-goverwelle",gezondheidscentrum,Gezondheidscentrum Goverwelle - Gouda,Middenmolenplein 1,2807 GW ,Gouda,52.011551,4.742955,,0182-541144,
zuid-holland,"/zorgorganisatie/792516/ggz-instelling/gouda/altrecht-locatie-gouda",ggz-instelling,Altrecht locatie Gouda - Gouda,Harderwijkweg 1,2803 PW ,Gouda,52.021969,4.685308,,0182-596090,
zuid-holland,"/zorgorganisatie/790706/ggz-instelling/gouda/kristal-centrum-psychiatrie-en-verstandelijke-beperking-locatie-gouda",ggz-instelling,Kristal Centrum Psychiatrie en Verstandelijke Beperking locatie Gouda - Gouda,Harderwijkweg 1-a,2803 PW ,Gouda,52.021969,4.685308,,071-8908310,
zuid-holland,"/zorgorganisatie/792630/ggz-instelling/gouda/ggz-midden-holland-locatie-jac-p-thijsselaan",ggz-instelling,GGZ Midden-Holland locatie Jac.P. Thijsselaan - Gouda,Jac.P. Thijsselaan 45,2803 RT ,Gouda,52.026619,4.692814,,0182-563700,
zuid-holland,"/zorgorganisatie/791430/ggz-instelling/gouda/ggz-midden-holland",ggz-instelling,GGZ Midden-Holland - Gouda,Ronsseweg 225,2803 ZB ,Gouda,52.018646,4.708481,,0182-563600,
zuid-holland,"/zorgorganisatie/791106/ggz-instelling/gouda/ggz-midden-holland-locatie-ronsseweg",ggz-instelling,GGZ Midden-Holland locatie Ronsseweg - Gouda,Ronsseweg 225,2803 ZB ,Gouda,52.018646,4.708481,,0182-563600,
zuid-holland,"/zorgorganisatie/791230/ggz-instelling/gouda/ggz-kinderen-en-jeugd-rivierduinen-locatie-gouda",ggz-instelling,GGZ Kinderen en Jeugd Rivierduinen locatie Gouda - Gouda,Boelekade 19,2806 AS ,Gouda,52.015858,4.710708,,0182-573933,
zuid-holland,"/zorgorganisatie/790681/ggz-instelling/gouda/ggz-midden-holland-locatie-ijssellaan",ggz-instelling,GGZ Midden-Holland locatie IJssellaan - Gouda,IJssellaan 2-2-a,2806 TK ,Gouda,52.012642,4.717616,,0182-563400,
zuid-holland,"/zorgorganisatie/7107/huisartsenpost-hap/gouda/huisartsenpost-midden-holland",huisartsenpost-hap,Huisartsenpost Midden-Holland - Gouda,Jan Van Beaumontstraat 4,2805 RR ,Gouda,52.018330,4.713045,,,
zuid-holland,"/zorgorganisatie/4353/huisartsenpraktijk/gouda/mc-van-dijk-a-t-vd-kar",huisartsenpraktijk,Mc van Dijk & T Vd Kar - Gouda,Van Bergen IJzendoornprk 4,2801 AC ,Gouda,52.010269,4.709833,,0182-516704,
zuid-holland,"/zorgorganisatie/1815/huisartsenpraktijk/gouda/j-l-van-iperen",huisartsenpraktijk,J.L. van Iperen - Gouda,Lage Gouwe 154,2801 LL ,Gouda,52.010502,4.706446,,0182-513358,
zuid-holland,"/zorgorganisatie/703/huisartsenpraktijk/gouda/pw-goudsmit",huisartsenpraktijk,Pw Goudsmit - Gouda,Van Baerlestraat 9,2802 GJ ,Gouda,52.003212,4.705585,,0182-515100,
zuid-holland,"/zorgorganisatie/2045/huisartsenpraktijk/gouda/huisartsenpraktijk-korte-akkeren",huisartsenpraktijk,Huisartsenpraktijk Korte Akkeren - Gouda,Constantijn Huygensstraat 121,2802 LV ,Gouda,52.004658,4.703591,,0182-525606,
zuid-holland,"/zorgorganisatie/3170/huisartsenpraktijk/gouda/meij-van-der-a",huisartsenpraktijk,Meij van Der A. - Gouda,Willem Barentszlaan 30,2803 XP ,Gouda,52.022877,4.698360,,0182-537899,
zuid-holland,"/zorgorganisatie/4236/huisartsenpraktijk/gouda/praktijk-de-huisarts",huisartsenpraktijk,Praktijk de Huisarts - Gouda,Willem Barentszlaan 32,2803 XP ,Gouda,52.022877,4.698360,,0182 - 698088,
zuid-holland,"/zorgorganisatie/4276/huisartsenpraktijk/gouda/berden-m-m-h",huisartsenpraktijk,Berden M.M.H. - Gouda,Leeuwenburg 12,2804 WN ,Gouda,52.031322,4.704986,,0182-533233,
zuid-holland,"/zorgorganisatie/4601/huisartsenpraktijk/gouda/huisartsenprakijk-bloemendaal-rutten",huisartsenpraktijk,Huisartsenprakijk Bloemendaal - Rutten - Gouda,Lekkenburg 8,2804 XC ,Gouda,52.031322,4.704986,,0182-533233,
zuid-holland,"/zorgorganisatie/5249/huisartsenpraktijk/gouda/huisartsenpraktijk-bleoemendaal-wezelenburg",huisartsenpraktijk,Huisartsenpraktijk Bleoemendaal - Wezelenburg - Gouda,Lekkenburg 8,2804 XC ,Gouda,52.031322,4.704986,,0182-533233,
zuid-holland,"/zorgorganisatie/4273/huisartsenpraktijk/gouda/huisartsenpraktijk-bloemendaal-brocke",huisartsenpraktijk,Huisartsenpraktijk Bloemendaal - Brocke - Gouda,Lekkenburg 8,2804 XC ,Gouda,52.031322,4.704986,,0182-533233,
zuid-holland,"/zorgorganisatie/203/huisartsenpraktijk/gouda/blackstone-b",huisartsenpraktijk,Blackstone B. - Gouda,Willem en Marialaan 70,2805 AS ,Gouda,52.019176,4.717741,,0182-521924,
zuid-holland,"/zorgorganisatie/3934/huisartsenpraktijk/gouda/stoffer-c-h-j",huisartsenpraktijk,Stoffer C.H.J. - Gouda,Willem en Marialaan 70,2805 AS ,Gouda,52.019176,4.717741,,0182-521924,
zuid-holland,"/zorgorganisatie/1276/huisartsenpraktijk/gouda/huisartsenpraktijk-veldhuijzen-a-smithuis",huisartsenpraktijk,Huisartsenpraktijk Veldhuijzen & Smithuis - Gouda,Prins Mauritsstraat 1a,2805 AT ,Gouda,52.018433,4.718726,,0182-524577,
zuid-holland,"/zorgorganisatie/1990/huisartsenpraktijk/gouda/huisartsenpraktijk-hackeng",huisartsenpraktijk,Huisartsenpraktijk Hackeng - Gouda,Van Hogendorpplein 37,2805 BM ,Gouda,52.021282,4.709658,,0182-519466,
zuid-holland,"/zorgorganisatie/331/huisartsenpraktijk/gouda/tjm-stalman-dhb-teunissen",huisartsenpraktijk,Tjm Stalman / Dhb Teunissen - Gouda,Stadhouderslaan 1a,2805 EN ,Gouda,52.019691,4.717920,,0182-517081,
zuid-holland,"/zorgorganisatie/2178/huisartsenpraktijk/gouda/huisartsenpraktijk-b-lempers-n-m-de-smet",huisartsenpraktijk,Huisartsenpraktijk B. Lempers/N.M. de Smet - Gouda,Blekerssingel 41,2806 AB ,Gouda,52.014801,4.712101,,0182-513151,
zuid-holland,"/zorgorganisatie/3703/huisartsenpraktijk/gouda/ruting-b-en-ybema-s-j",huisartsenpraktijk,RUTING B. EN YBEMA S.J. - Gouda,Blekerssingel 41,2806 AB ,Gouda,52.014801,4.712101,,0182-512582,
zuid-holland,"/zorgorganisatie/4142/huisartsenpraktijk/gouda/h-j-geukes",huisartsenpraktijk,H.J. Geukes - Gouda,De La Reylaan 45,2806 DA ,Gouda,52.009598,4.723384,,0182-582660,
zuid-holland,"/zorgorganisatie/1365/huisartsenpraktijk/gouda/huisartsenpraktijk-bloemen",huisartsenpraktijk,Huisartsenpraktijk Bloemen - Gouda,De La Reylaan 45,2806 DA ,Gouda,52.009598,4.723384,,0182-515750,
zuid-holland,"/zorgorganisatie/2255/huisartsenpraktijk/gouda/therapeuticum-calendula",huisartsenpraktijk,Therapeuticum Calendula - Gouda,Krugerlaan 79,2806 EC ,Gouda,52.011784,4.723043,,0182-580344,
zuid-holland,"/zorgorganisatie/1694/huisartsenpraktijk/gouda/j-de-breij",huisartsenpraktijk,J de Breij - Gouda,Krugerlaan 46,2806 EJ ,Gouda,52.012859,4.722756,,0182-523342,
zuid-holland,"/zorgorganisatie/807019/logopediepraktijk/gouda/hendriks-praktijk-voor-logopedie-m-p-a",logopediepraktijk,Hendriks Praktijk voor Logopedie M P A - Gouda,Nieuwehaven 204,2801 ED ,Gouda,52.013573,4.707958,,0182-581982,
zuid-holland,"/zorgorganisatie/807018/logopediepraktijk/gouda/dewestelinck-b",logopediepraktijk,Dewestelinck B - Gouda,Palenstein 8,2804 GB ,Gouda,52.029343,4.710687,,0182-533876,
zuid-holland,"/zorgorganisatie/807016/logopediepraktijk/gouda/corsel-g-m",logopediepraktijk,Corsel G M - Gouda,Johanna Hoeve 20,2804 JD ,Gouda,52.038303,4.706692,,0182-531021,
zuid-holland,"/zorgorganisatie/807013/logopediepraktijk/gouda/centrum-voor-stottertherapie",logopediepraktijk,Centrum voor Stottertherapie - Gouda,Lekkenburg 2,2804 XC ,Gouda,52.031322,4.704986,,0182-328078,
zuid-holland,"/zorgorganisatie/807017/logopediepraktijk/gouda/logopediepraktijk-van-der-voort-hoppen",logopediepraktijk,Logopediepraktijk van der Voort / Hoppen - Gouda,Willem de Zwijgersingel 17,2805 BP ,Gouda,52.020939,4.714277,,0182-531315,
zuid-holland,"/zorgorganisatie/807020/logopediepraktijk/gouda/hunting-peters-logopedie-a-j-m",logopediepraktijk,Hunting-Peters Logopedie A J M - Gouda,Nansenstraat 8,2806 HL ,Gouda,52.014492,4.724759,,0182-584451,
zuid-holland,"/zorgorganisatie/807931/mondhygienisten-praktijk/gouda/mondhygienepraktijk-s-burghoorn",mondhygienisten-praktijk,Mondhygienepraktijk S. Burghoorn - Gouda,Lekkenburg 2-1,2804 XC ,Gouda,52.031322,4.704986,,0182-571527,
zuid-holland,"/zorgorganisatie/807930/mondhygienisten-praktijk/gouda/praktijk-voor-mondhygiene-gouda-pvm-gouda-e-b-slootjes-mondhygienist",mondhygienisten-praktijk,Praktijk voor Mondhygiëne Gouda (PVM Gouda) E.B.Slootjes mondhygiënist - Gouda,Noothoven van Goorstraat 60,2806 RE ,Gouda,52.013935,4.722488,,0182-550366,
zuid-holland,"/zorgorganisatie/796936/oefentherapie-praktijk/gouda/de-ark-locatie-coniferensingel",oefentherapie-praktijk,De Ark locatie Coniferensingel - Gouda,Coniferensingel 26-a-e,2803 JH ,Gouda,52.028702,4.692820,,"0182-526589, 06-10528214",
zuid-holland,"/zorgorganisatie/809449/pedicure-praktijk/gouda/bal-wilma",pedicure-praktijk,Bal Wilma - Gouda,Keizerstraat 81,2801 NK ,Gouda,52.008236,4.709956,,0182-586374,
zuid-holland,"/zorgorganisatie/809436/pedicure-praktijk/gouda/vollers-lida",pedicure-praktijk,Vollers Lida - Gouda,Margrietplein 4,2802 ZC ,Gouda,51.999992,4.698035,,0182-521296,
zuid-holland,"/zorgorganisatie/809445/pedicure-praktijk/gouda/pedicuresalon-frederique",pedicure-praktijk,Pedicuresalon Frederique - Gouda,Bleulandweg 106,2803 HH ,Gouda,52.021225,4.703187,,0182-581680,
zuid-holland,"/zorgorganisatie/809444/pedicure-praktijk/gouda/verweij-pedicure-marijke",pedicure-praktijk,Verweij Pedicure Marijke - Gouda,Anna van Hensbeeksingel 22,2803 LH ,Gouda,52.020607,4.697051,,0182-559589,
zuid-holland,"/zorgorganisatie/809442/pedicure-praktijk/gouda/windt-pedicure-h-vd",pedicure-praktijk,Windt Pedicure H vd - Gouda,Kervelgaarde 15,2803 RH ,Gouda,52.027565,4.694641,,0182-538200,
zuid-holland,"/zorgorganisatie/809439/pedicure-praktijk/gouda/sistermans-pedicure-claudia",pedicure-praktijk,Sistermans Pedicure Claudia - Gouda,Elisabeth Hoeve 20,2804 HN ,Gouda,52.036106,4.705906,,0182-531092,
zuid-holland,"/zorgorganisatie/809440/pedicure-praktijk/gouda/marion-pedicure-praktijk",pedicure-praktijk,Marion Pedicure Praktijk - Gouda,Klipperwerf 7,2804 MP ,Gouda,52.035324,4.716672,,0182-534938,
zuid-holland,"/zorgorganisatie/809443/pedicure-praktijk/gouda/feet-feeling",pedicure-praktijk,Feet Feeling - Gouda,Waterlelie 9,2804 PS ,Gouda,52.029343,4.717632,,0182-538548,
zuid-holland,"/zorgorganisatie/809441/pedicure-praktijk/gouda/christ-nettie",pedicure-praktijk,Christ Nettie - Gouda,Thorbeckelaan 89,2805 CC ,Gouda,52.022488,4.715279,,0182-537081,
zuid-holland,"/zorgorganisatie/809463/pedicure-praktijk/gouda/pedios",pedicure-praktijk,Pedios - Gouda,Bodegraafsestraatweg 31,2805 GK ,Gouda,52.026058,4.717437,,0182-753931,
zuid-holland,"/zorgorganisatie/809435/pedicure-praktijk/gouda/chyla-hand-en-voetzorg",pedicure-praktijk,Chyla Hand- en Voetzorg - Gouda,Vossenburchkade 24,2805 PA ,Gouda,52.017132,4.712592,,0182-520507,
zuid-holland,"/zorgorganisatie/809438/pedicure-praktijk/gouda/blaak-pedicure-estelle",pedicure-praktijk,Blaak Pedicure Estelle - Gouda,Moleneind 27,2807 GD ,Gouda,52.011246,4.740722,,0182-528935,
zuid-holland,"/zorgorganisatie/809437/pedicure-praktijk/gouda/dorothea-pedicure-praktijk",pedicure-praktijk,Dorothea Pedicure Praktijk - Gouda,Getijmolenerf 44,2807 GL ,Gouda,52.012413,4.739929,,0182-524242,
zuid-holland,"/zorgorganisatie/809433/pedicure-praktijk/gouda/jong-pedicure-diana-de",pedicure-praktijk,Jong Pedicure Diana de - Gouda,Componistenlaan 172,2807 HE ,Gouda,52.011471,4.749383,,0182-514093,
zuid-holland,"/zorgorganisatie/809446/pedicure-praktijk/gouda/vink-voetverzorging",pedicure-praktijk,Vink Voetverzorging - Gouda,Wilhelmina van Pruisenln 433,2807 MH ,Gouda,52.010601,4.749548,,0182-584465,
zuid-holland,"/zorgorganisatie/809448/pedicure-praktijk/gouda/feet-care",pedicure-praktijk,Feet Care - Gouda,Nessepolderstraat 12,2807 NC ,Gouda,52.009125,4.747542,,0182-584845,
zuid-holland,"/zorgorganisatie/810511/podotherapie-praktijk/gouda/praktijk-podotherapie-gouda",podotherapie-praktijk,Praktijk Podotherapie Gouda - Gouda,Heuvellaan 3,2803 DT ,Gouda,52.022846,4.691948,,0182-570911,
zuid-holland,"/zorgorganisatie/811895/psychologenpraktijk/gouda/coachcounsellor-agnes-vieyra",psychologenpraktijk,Coachcounsellor Agnes Vieyra - Gouda,Crabethstraat 12,2801 AN ,Gouda,52.015083,4.707260,,06-24806856,
zuid-holland,"/zorgorganisatie/797413/psychologenpraktijk/gouda/pep-gouda",psychologenpraktijk,PEP Gouda - Gouda,Kattensingel 7,2801 CA ,Gouda,52.012119,4.703239,,0182-548772,
zuid-holland,"/zorgorganisatie/810891/psychologenpraktijk/gouda/praktijk-psychologische-hulpverlening",psychologenpraktijk,Praktijk Psychologische Hulpverlening - Gouda,Westhaven 32,2801 PK ,Gouda,52.008911,4.711900,,0182-521368,
zuid-holland,"/zorgorganisatie/810892/psychologenpraktijk/gouda/glazen-roos-de",psychologenpraktijk,Glazen Roos de - Gouda,Heesterlaan 9,2803 BH ,Gouda,52.027180,4.699588,,0182-524541,
zuid-holland,"/zorgorganisatie/810895/psychologenpraktijk/gouda/brink-prakt-v-1e-lijns-psych-hulpverl-mediator-nmi-drs-m-vd",psychologenpraktijk,Brink Prakt V 1e-Lijns Psych Hulpverl Mediator Nmi Drs M vd - Gouda,Kalmoesgaarde 16,2803 RE ,Gouda,52.028328,4.696520,,0182-572482,
zuid-holland,"/zorgorganisatie/810893/psychologenpraktijk/gouda/diemensies",psychologenpraktijk,Diemensies - Gouda,Cronestein 83,2804 EL ,Gouda,52.029438,4.707142,,0182-539454,
zuid-holland,"/zorgorganisatie/811956/psychologenpraktijk/gouda/vermeulen-a-de-fouw-praktijk-v-psychotherapie",psychologenpraktijk,Vermeulen & de Fouw Praktijk V Psychotherapie - Gouda,Ridder van Catsweg 256/1,2805 BC ,Gouda,52.023418,4.707650,,06-45872623,
zuid-holland,"/zorgorganisatie/810896/psychologenpraktijk/gouda/rancuret-eerstelijnspsycholoog-e-f",psychologenpraktijk,Rancuret Eerstelijnspsycholoog E F - Gouda,Jaap Edenlaan 24,2807 BS ,Gouda,52.008945,4.739110,,0182-583731,
zuid-holland,"/zorgorganisatie/810894/psychologenpraktijk/gouda/apb-algemeen-psychologisch-buro-vof",psychologenpraktijk,Apb Algemeen Psychologisch Buro Vof - Gouda,Vivaldistraat 3,2807 HT ,Gouda,52.012005,4.751715,,0182-551523,
zuid-holland,"/zorgorganisatie/798127/psychotherapie-praktijk/gouda/karel-matla-psychotherapeut",psychotherapie-praktijk,Karel Matla psychotherapeut - Gouda,Willem de Zwijgersingel 17,2805 BP ,Gouda,52.020939,4.714277,,0182-583320,
zuid-holland,"/zorgorganisatie/812242/revalidatiecentrum/gouda/sophia-revalidatie-gouda",revalidatiecentrum,Sophia Revalidatie Gouda - Gouda,Buchnerweg 1,2803 GR ,Gouda,52.018250,4.714506,,0182-555600,
zuid-holland,"/zorgorganisatie/807015/revalidatiecentrum/gouda/goverwelle-logopedie",revalidatiecentrum,Goverwelle Logopedie - Gouda,Knipmolenweg 2/a,2807 DC ,Gouda,52.008049,4.743723,,0182-527276,
zuid-holland,"/zorgorganisatie/812246/revalidatiecentrum/gouda/taxi-gouda",revalidatiecentrum,Taxi Gouda - Gouda,Gouderaksedijk 91,2808 ND ,Gouda,52.004326,4.712405,,0182-548291,
zuid-holland,"/zorgorganisatie/6760/ziekenhuis/gouda/groene-hart-ziekenhuis-ghz",ziekenhuis,Groene Hart Ziekenhuis | GHZ - Gouda,Bleulandweg 10,2803 HH ,Gouda,52.021225,4.703187,,0182-505050,
zuid-holland,"/zorgorganisatie/6760/ziekenhuis/gouda/groene-hart-ziekenhuis-ghz",ziekenhuis,Groene Hart Ziekenhuis | GHZ - Gouda,Bleulandweg 10,2803 HH ,Gouda,52.021225,4.703187,,0182-505050,
zuid-holland,"/zorgorganisatie/6760/ziekenhuis/gouda/groene-hart-ziekenhuis-ghz",ziekenhuis,Groene Hart Ziekenhuis | GHZ - Gouda,Bleulandweg 10,2803 HH ,Gouda,52.021225,4.703187,,0182-505050,
zuid-holland,"/zorgorganisatie/6760/ziekenhuis/gouda/groene-hart-ziekenhuis-ghz",ziekenhuis,Groene Hart Ziekenhuis | GHZ - Gouda,Bleulandweg 10,2803 HH ,Gouda,52.021225,4.703187,,0182-505050,
zuid-holland,"/zorgorganisatie/6760/ziekenhuis/gouda/groene-hart-ziekenhuis-ghz",ziekenhuis,Groene Hart Ziekenhuis | GHZ - Gouda,Bleulandweg 10,2803 HH ,Gouda,52.021225,4.703187,,0182-505050,
zuid-holland,"/zorgorganisatie/6760/ziekenhuis/gouda/groene-hart-ziekenhuis-ghz",ziekenhuis,Groene Hart Ziekenhuis | GHZ - Gouda,Bleulandweg 10,2803 HH ,Gouda,52.021225,4.703187,,0182-505050,
zuid-holland,"/zorgorganisatie/6760/ziekenhuis/gouda/groene-hart-ziekenhuis-ghz",ziekenhuis,Groene Hart Ziekenhuis | GHZ - Gouda,Bleulandweg 10,2803 HH ,Gouda,52.021225,4.703187,,0182-505050,
zuid-holland,"/zorgorganisatie/1772/huisartsenpraktijk/gouderak/joh-bouman",huisartsenpraktijk,Joh Bouman - Gouderak,Kranepoort 4,2831 AK ,Gouderak,51.985947,4.675635,,0182-372312,
zuid-holland,"/zorgorganisatie/809420/pedicure-praktijk/gouderak/lingen-oosterom-pedicuresalon-c",pedicure-praktijk,Lingen-Oosterom Pedicuresalon C - Gouderak,Snip 39,2831 XG ,Gouderak,51.984058,4.677685,,0182-373754,
zuid-holland,"/zorgorganisatie/809479/pedicure-praktijk/goudriaan/varus-valgus-pedicuresalon",pedicure-praktijk,Varus Valgus Pedicuresalon - Goudriaan,Zuidzijde 165/a,2977 AM ,Goudriaan,51.903084,4.888357,,0183-589485,
zuid-holland,"/zorgorganisatie/795400/fysiotherapiepraktijk/goudswaard/praktijk-voor-fysiotherapie-en-manuele-therapie",fysiotherapiepraktijk,Praktijk voor Fysiotherapie en Manuele Therapie - Goudswaard,Van Gaesbeekstraat 4,3267 AW ,Goudswaard,51.794899,4.278367,,0186-692330/618084,
zuid-holland,"/zorgorganisatie/1436/huisartsenpraktijk/goudswaard/tol-t",huisartsenpraktijk,Tol T. - Goudswaard,Molendijk 80,3267 AM ,Goudswaard,51.794800,4.285081,,0186-691470,
zuid-holland,"/zorgorganisatie/794374/fysiotherapiepraktijk/groot-ammers/bax-fysio-center",fysiotherapiepraktijk,Bax Fysio center - Groot-Ammers,Leeuwerikstraat 2,2964 CB ,Groot-Ammers,51.924648,4.827430,,0184-662 321,
zuid-holland,"/zorgorganisatie/804064/fysiotherapiepraktijk/groot-ammers/bax-fysio-center",fysiotherapiepraktijk,Bax Fysio-Center - Groot-Ammers,Leeuwerikstraat 2,2964 CB ,Groot-Ammers,51.924648,4.827430,,0184-662321,
zuid-holland,"/zorgorganisatie/792985/huisartsenpraktijk/groot-ammers/huisarts-apotheekhoudend",huisartsenpraktijk,Huisarts apotheekhoudend - Groot-Ammers,Fortuijnplein 25a,2964 BE ,Groot-Ammers,51.921680,4.818958,,,
zuid-holland,"/zorgorganisatie/1378/huisartsenpraktijk/groot-ammers/jd-taams",huisartsenpraktijk,Jd Taams - Groot-Ammers,Kerkstraat 49,2964 BT ,Groot-Ammers,51.921680,4.818958,,0184-661261,
zuid-holland,"/zorgorganisatie/804028/fysiotherapiepraktijk/haastrecht/haastrecht-fysiotherapie",fysiotherapiepraktijk,Haastrecht Fysiotherapie - Haastrecht,Concordiaplein 4,2851 VV ,Haastrecht,51.999920,4.775839,,0182-501430,
zuid-holland,"/zorgorganisatie/806402/gezondheidscentrum/haastrecht/vitabest",gezondheidscentrum,Vitabest - Haastrecht,Provincialeweg West 63,2851 EK ,Haastrecht,52.007111,4.731305,,0182-550907,
zuid-holland,"/zorgorganisatie/920/huisartsenpraktijk/haastrecht/a-h-wibbelink",huisartsenpraktijk,A.H. Wibbelink - Haastrecht,Concordiaplein 3,2851 VV ,Haastrecht,51.999920,4.775839,,0182-501670,
zuid-holland,"/zorgorganisatie/280/huisartsenpraktijk/haastrecht/huisartsenpraktijk-haastrecht",huisartsenpraktijk,Huisartsenpraktijk Haastrecht - Haastrecht,Concordiaplein 3,2851 VV ,Haastrecht,51.999920,4.775839,,0182-501303,
zuid-holland,"/zorgorganisatie/807929/mondhygienisten-praktijk/haastrecht/a-frederiks",mondhygienisten-praktijk,A. Frederiks - Haastrecht,Boterbloem 6,2851 ZD ,Haastrecht,51.995831,4.777985,,0182-502096,
zuid-holland,"/zorgorganisatie/809432/pedicure-praktijk/haastrecht/dijk-pedicuresalon-marja-van",pedicure-praktijk,Dijk Pedicuresalon Marja van - Haastrecht,Provincialeweg Oost 86,2851 AJ ,Haastrecht,52.010708,4.798600,,0182-503620,
zuid-holland,"/zorgorganisatie/809434/pedicure-praktijk/haastrecht/boer-voetverzorging-a-m",pedicure-praktijk,Boer Voetverzorging A M - Haastrecht,Goudseweg 170,2851 EX ,Haastrecht,52.001446,4.727385,,0182-517883,
zuid-holland,"/zorgorganisatie/809431/pedicure-praktijk/haastrecht/hands-for-health",pedicure-praktijk,Hands For Health - Haastrecht,Kamgras 9,2851 ZS ,Haastrecht,51.995129,4.778426,,0182-502974,
zuid-holland,"/zorgorganisatie/797478/psychologenpraktijk/haastrecht/psychologische-hulpverlening-haastrecht",psychologenpraktijk,Psychologische Hulpverlening Haastrecht - Haastrecht,Veerlaan 2,2851 BV ,Haastrecht,52.002354,4.773826,,06-42504158,
zuid-holland,"/zorgorganisatie/803466/dietisten-praktijk/hardinxveld-giessendam/dieetsmakelijk",dietisten-praktijk,Dieetsmakelijk - Hardinxveld-Giessendam,Schapedrift 85,3371 JJ ,Hardinxveld-Giessendam,51.829136,4.820577,,06-13906516,
zuid-holland,"/zorgorganisatie/793292/fysiotherapiepraktijk/hardinxveld-giessendam/axis-fysiotherapie-en-bewegingscentrum",fysiotherapiepraktijk,AXIS Fysiotherapie en Bewegingscentrum - Hardinxveld-Giessendam,Stationsstraat 17,3371 AX ,Hardinxveld-Giessendam,51.823624,4.886501,,0184-630015,
zuid-holland,"/zorgorganisatie/796099/fysiotherapiepraktijk/hardinxveld-giessendam/bayensweer-praktijk-voor-fysio-en-manuele-therapie",fysiotherapiepraktijk,Bayensweer Praktijk voor Fysio- en Manuele Therapie - Hardinxveld-Giessendam,Baijensweer 47,3371 PA ,Hardinxveld-Giessendam,51.825253,4.842352,,0184-614993,
zuid-holland,"/zorgorganisatie/794598/fysiotherapiepraktijk/hardinxveld-giessendam/mercuriusstraat-praktijk-voor-fysiotherapie",fysiotherapiepraktijk,Mercuriusstraat Praktijk voor Fysiotherapie - Hardinxveld-Giessendam,Mercuriusstraat 8,3371 TG ,Hardinxveld-Giessendam,51.822586,4.822367,,0184-614140,
